pid,experimental_block,state,congressional_district,treatment_assignment,estimated_turnout_2018,clinton_votes_2016,trump_votes_2016,total_votes_2016,house_dem_votes_2018,house_rep_votes_2018,house_total_votes_2018,number_registered_voters,number_targets
377,1171,VA,2,Treatment,1974.12828,924,1065,2139,935,896,1831,3318,1134
378,210,FL,18,Control,2096.29644,1372,1277,2765,1237,1092,2357,4207,1730
379,911,PA,7,Treatment,393.35325,469,173,674,343,118,474,1002,7
380,821,OH,12,Treatment,1218.0051,787,369,1214,813,370,1196,1432,1342
381,521,IL,12,Treatment,348.78633,266,160,451,223,106,343,903,756
382,1115,VA,5,Treatment,684.86229,366,395,781,298,329,627,1224,179
383,288,FL,16,Treatment,827.13123,273,681,980,243,594,859,1239,311
384,1137,VA,10,Treatment,2075.90283,960,662,1797,1128,734,1862,3326,414
385,1065,PA,7,Treatment,692.30817,440,439,923,421,293,748,1271,5
386,600,MN,8,Treatment,226.46595,70,238,330,73,150,232,339,66
387,792,OH,12,Treatment,888.44751,360,544,946,361,488,862,1193,794
388,173,FL,6,Treatment,2196.11406,1181,1255,2565,1109,1037,2199,3670,834
389,1046,PA,7,Treatment,385.53198,327,188,537,261,120,395,779,2
390,478,IL,13,Control,337.69362,123,250,403,113,182,295,684,26
391,644,MN,8,Treatment,1864.60728,887,1303,2422,880,1045,2011,2853,842
392,1233,WA,3,Treatment,256.60938,92,165,277,104,153,257,417,357
393,40,FL,18,Treatment,1233.33417,520,869,1439,500,721,1231,2255,758
394,1066,PA,16,Treatment,857.81001,239,686,957,233,500,742,1197,245
395,447,IL,6,Treatment,546.56397,267,184,499,258,234,492,741,40
396,542,MN,1,Treatment,939.83595,366,750,1249,472,614,1088,1406,1112
397,975,PA,10,Treatment,364.20441,553,47,618,301,23,325,1449,19
398,366,IL,13,Treatment,251.80671,75,165,245,72,147,219,329,1
399,453,IL,14,Treatment,564.84198,254,308,597,263,257,520,967,254
400,182,FL,15,Treatment,786.05505,407,405,905,437,351,807,1395,358
401,281,FL,18,Treatment,606.00717,259,463,752,255,431,696,1015,274
402,546,MN,1,Treatment,1487.2152,857,1047,2087,865,801,1667,2344,1772
403,173,FL,15,Treatment,2020.05615,977,1489,2611,932,1232,2206,3754,1316
404,465,IL,6,Treatment,550.17468,265,205,527,268,213,483,743,21
405,1309,WA,3,Treatment,1065.73995,267,712,1052,335,724,1059,1555,1355
406,1121,VA,10,Treatment,1688.64354,597,1145,1848,568,957,1525,2752,495
407,422,IL,6,Treatment,727.78575,402,312,776,354,281,635,1060,28
408,511,IL,14,Treatment,958.71639,312,606,995,307,427,734,1834,800
409,598,MN,3,Treatment,1581.48582,1102,606,1874,1120,641,1763,2023,1201
410,763,NV,3,Treatment,743.35863,233,616,899,275,481,819,1185,931
411,1272,WA,5,Treatment,93.17154,8,56,81,17,77,94,112,40
412,1340,WA,5,Treatment,706.87872,499,213,779,559,241,800,1145,101
413,1239,WA,5,Treatment,334.23642,132,164,329,139,182,321,546,154
414,385,IL,12,Treatment,813.20052,298,566,945,317,460,799,1300,828
415,742,NV,3,Treatment,657.88452,410,427,887,389,352,782,1181,888
416,446,IL,6,Treatment,537.31209,265,280,589,287,221,508,966,422
417,1040,PA,10,Treatment,1067.6685,470,745,1273,487,574,1064,1754,28
418,481,IL,13,Treatment,366.80118,101,259,384,113,193,306,588,82
419,90,FL,18,Treatment,1445.97132,1856,45,1925,1465,55,1545,3148,2114
420,1119,VA,7,Control,1740.47058,948,890,2000,1051,771,1847,2931,1144
421,743,NV,3,Treatment,314.42976,187,181,390,232,144,405,606,550
422,940,PA,10,Treatment,1562.3964,1023,653,1740,953,565,1518,2359,93
423,330,IL,13,Treatment,310.88097,76,243,337,73,175,248,526,98
424,1158,VA,7,Treatment,1537.14207,414,1104,1609,468,983,1467,2450,607
425,1109,VA,10,Treatment,958.78605,239,802,1099,234,655,889,1745,545
426,327,IL,14,Treatment,581.4804,349,226,620,324,187,511,913,267
427,523,IL,13,Treatment,370.87629,94,294,406,123,204,327,593,100
428,305,FL,16,Treatment,1151.64492,431,846,1320,406,822,1252,1720,311
429,493,IL,6,Treatment,900.91149,401,447,925,370,421,791,1395,250
430,651,MN,8,Treatment,213.62787,50,193,263,49,167,222,302,228
431,1182,VA,10,Treatment,2078.46606,1150,819,2147,1306,792,2098,4063,378
432,921,PA,10,Treatment,386.52528,218,279,525,191,206,398,761,11
433,753,NV,3,Control,750.49491,436,493,981,437,410,888,1275,939
434,405,IL,13,Treatment,712.3251,249,568,868,251,414,665,1252,76
435,349,IL,12,Treatment,321.29514,193,169,385,182,111,302,603,534
436,637,MN,1,Control,1038.23973,605,663,1374,703,539,1244,1514,869
437,1228,WA,3,Treatment,324.24924,123,171,318,129,165,294,460,435
438,1132,VA,10,Treatment,2231.8032,556,918,1584,708,1130,1838,3387,1103
439,837,OH,1,Treatment,506.30049,301,351,672,322,275,601,883,877
440,881,OH,1,Treatment,615.54801,367,386,773,344,340,690,999,852
441,586,MN,8,Treatment,231.50211,30,227,276,41,183,230,317,218
442,1164,VA,1,Treatment,1648.62258,625,980,1752,615,890,1505,2741,232
443,706,NV,4,Treatment,455.41644,397,259,709,363,197,579,965,438
444,388,IL,13,Treatment,691.16781,230,454,717,229,394,623,924,2
445,380,IL,14,Treatment,369.02385,239,182,455,261,134,395,856,418
446,343,IL,13,Treatment,347.68467,289,128,438,224,90,315,1000,0
447,363,IL,13,Treatment,228.97758,251,19,276,183,23,206,664,0
448,593,MN,1,Treatment,509.60418,192,438,695,243,315,559,770,584
449,1020,PA,7,Treatment,659.80404,600,327,975,464,207,701,1367,2
450,1206,WA,5,Treatment,254.46669,96,121,249,100,147,247,360,121
451,1159,VA,2,Treatment,1247.74863,902,514,1553,875,424,1299,2845,1224
452,1089,PA,16,Treatment,454.05807,130,352,505,156,238,396,650,135
453,743,NV,3,Treatment,416.99766,262,258,552,309,252,591,865,629
454,690,NV,4,Control,545.40426,334,419,814,304,356,685,1131,384
455,749,NV,3,Treatment,431.81976,239,298,570,242,263,523,731,544
456,208,FL,15,Treatment,767.32167,354,613,1010,309,480,808,1419,481
457,592,MN,2,Control,1313.84823,756,924,1835,854,794,1651,2056,1208
458,986,PA,7,Treatment,1260.76989,476,997,1544,444,728,1215,2000,38
459,545,MN,8,Treatment,284.23344,25,290,340,44,222,280,394,299
460,43,FL,6,Treatment,1749.85533,1221,1054,2367,1075,860,1991,3832,795
461,82,FL,15,Control,1103.42214,1368,1320,2842,676,594,1309,2407,936
462,545,MN,1,Treatment,55.24038,15,75,96,17,43,60,96,57
463,749,NV,3,Treatment,348.33741,237,241,510,230,181,425,688,528
464,280,FL,15,Treatment,1043.33652,1300,132,1462,1041,137,1227,2566,1884
465,169,FL,18,Treatment,1301.69514,321,1133,1494,325,1053,1391,1989,510
466,812,OH,12,Treatment,921.79788,524,499,1073,535,489,1030,1424,1346
467,459,IL,6,Treatment,371.95473,196,162,386,195,142,337,629,247
468,938,PA,7,Treatment,456.71676,323,295,646,294,198,503,978,14
469,1102,VA,5,Treatment,928.75743,452,444,924,393,394,787,1469,397
470,1006,PA,11,Control,1233.93273,595,774,1442,563,619,1182,1958,1077
471,714,NV,3,Treatment,757.97175,521,574,1165,508,410,978,1610,1367
472,1170,VA,1,Treatment,1331.5122,1097,536,1792,962,385,1347,3422,92
473,1025,PA,16,Treatment,364.60818,285,150,461,285,85,380,872,209
474,360,IL,13,Treatment,533.31051,335,220,590,334,183,517,854,0
475,1025,PA,16,Treatment,349.09077,341,92,456,265,42,309,938,231
476,596,MN,3,Treatment,1517.19738,857,981,2054,837,815,1660,2217,411
477,485,IL,13,Treatment,421.73067,132,292,443,130,242,372,588,8
478,535,MN,1,Treatment,249.71949,96,200,315,120,162,283,327,223
479,31,FL,18,Treatment,555.46239,251,348,618,248,368,624,824,603
480,1180,VA,1,Treatment,1247.54352,1227,418,1746,1116,295,1411,3321,102
481,650,MN,1,Treatment,228.27195,107,178,333,111,131,243,365,295
482,87,FL,18,Treatment,2288.83539,1314,1601,3025,1237,1322,2585,4265,1379
483,624,MN,3,Treatment,2378.02857,1477,1163,2918,1506,1171,2681,3092,1764
484,467,IL,6,Treatment,452.36043,220,147,400,227,166,394,697,179
485,1123,VA,1,Treatment,727.6374,488,332,891,411,310,721,1306,77
486,1120,VA,5,Control,676.6308,277,420,732,286,342,628,1105,552
487,1151,VA,2,Treatment,1411.65861,970,567,1665,975,519,1494,3090,1035
488,231,FL,15,Control,1327.3455,357,1246,1679,336,963,1347,2685,754
489,443,IL,14,Treatment,424.72218,277,154,489,272,139,411,746,165
490,1309,WA,3,Treatment,786.44463,206,529,776,253,607,860,1151,983
491,1187,VA,5,Treatment,1445.56884,1300,265,1722,1178,308,1486,2990,1195
492,627,MN,3,Treatment,797.76825,735,403,1261,717,347,1068,1416,130
493,611,MN,8,Treatment,568.02699,231,426,747,280,327,631,917,464
494,1279,WA,3,Treatment,738.89652,418,633,1140,351,452,803,1156,815
495,534,MN,8,Treatment,582.76524,276,332,638,288,272,563,703,149
496,1010,PA,16,Treatment,506.53269,505,234,789,378,160,550,1471,319
497,474,IL,12,Treatment,425.34138,188,291,509,168,188,369,796,691
498,588,MN,1,Treatment,387.53922,149,275,437,159,255,415,528,262
499,900,OH,1,Treatment,464.82957,246,258,522,221,250,478,662,657
500,1314,WA,3,Treatment,264.65769,97,168,282,101,174,275,457,232
501,1219,WA,3,Treatment,551.862,224,319,591,256,330,586,847,701
502,1189,VA,1,Treatment,2116.66683,781,1059,1972,993,916,1909,3366,1562
503,1180,VA,10,Treatment,861.24399,731,300,1115,719,280,999,2009,52
504,1200,WA,5,Treatment,352.42671,144,179,366,157,160,317,797,45
505,595,MN,1,Treatment,525.16287,410,314,838,442,272,720,952,726
506,14,FL,18,Control,791.12991,1019,48,1085,809,28,845,1924,1167
507,882,OH,12,Treatment,702.70299,293,322,655,360,355,721,1017,814
508,575,MN,8,Treatment,286.75668,117,216,361,112,189,314,379,93
509,1338,WA,5,Treatment,985.21557,252,700,1014,300,714,1014,1385,437
510,475,IL,12,Treatment,522.30939,213,295,535,227,267,504,733,508
511,452,IL,14,Treatment,505.7832,248,209,501,258,172,430,708,185
512,909,PA,11,Treatment,1325.36019,357,1145,1537,350,921,1271,2015,1362
513,479,IL,14,Treatment,1141.20753,656,461,1188,664,427,1091,1697,415
514,433,IL,12,Treatment,287.42748,53,235,294,60,151,213,476,445
515,1318,WA,3,Treatment,730.49991,286,426,768,302,440,742,1260,794
516,433,IL,12,Control,329.93814,57,262,333,76,222,300,436,398
517,856,OH,12,Treatment,542.77653,254,338,636,262,248,519,971,206
518,650,MN,1,Treatment,99.6396,26,91,126,36,67,103,132,106
519,144,FL,6,Treatment,738.59853,84,347,446,202,486,701,1264,950
520,1245,WA,5,Treatment,619.37931,331,272,680,429,254,683,1692,16
521,1171,VA,2,Treatment,2464.77978,1168,1284,2649,1201,1129,2330,4391,1769
522,1293,WA,5,Treatment,831.46176,319,480,868,366,477,843,1217,144
523,811,OH,1,Treatment,392.90433,127,315,460,120,259,386,702,551
524,721,NV,4,Treatment,608.32788,625,353,1047,520,279,834,1575,824
525,518,IL,12,Treatment,539.05488,104,432,555,104,392,501,730,529
526,1326,WA,5,Treatment,734.72079,545,191,831,683,208,891,1475,27
527,1149,VA,5,Treatment,1206.79113,307,744,1089,328,677,1005,1576,682
528,87,FL,6,Control,1982.8074,1146,1333,2576,1081,1068,2206,3964,872
529,338,IL,12,Treatment,331.81122,71,239,328,73,220,299,486,462
530,1122,VA,10,Treatment,1471.49655,978,707,1780,977,611,1588,2808,275
531,1210,WA,3,Treatment,275.32728,155,131,319,145,140,285,484,269
532,1248,WA,3,Treatment,285.12354,85,180,296,85,220,305,446,327
533,1139,VA,2,Treatment,1442.21097,851,788,1774,844,626,1470,2789,1390
534,427,IL,12,Treatment,369.2625,69,262,344,72,171,251,766,678
535,352,IL,14,Treatment,1035.4314,489,588,1138,524,529,1053,1614,352
536,23,FL,15,Treatment,2633.16606,965,1762,2771,982,1619,2648,3210,416
537,1298,WA,3,Treatment,341.58684,93,222,337,99,218,317,475,296
538,495,IL,14,Treatment,516.63468,220,241,504,220,236,456,726,220
539,953,PA,16,Treatment,957.79662,483,569,1105,505,411,927,1525,361
540,1039,PA,7,Treatment,713.94405,239,598,864,233,451,699,1106,0
541,747,NV,4,Treatment,580.41873,838,245,1145,666,173,875,1983,919
542,753,NV,4,Treatment,716.853,406,541,1001,395,443,872,1335,499
543,581,MN,8,Control,706.76133,515,427,1045,483,319,870,1155,463
544,628,MN,8,Treatment,96.9693,28,76,112,26,61,93,125,21
545,233,FL,15,Treatment,3436.6116,1086,2810,4113,1018,2399,3518,5383,1250
546,362,IL,12,Control,403.37913,147,266,440,143,212,364,559,531
547,1043,PA,11,Control,858.42276,455,471,986,455,427,882,1422,32
548,1072,PA,16,Treatment,408.80358,151,288,463,153,219,376,647,110
549,1312,WA,5,Treatment,459.80631,99,330,459,134,328,462,621,221
550,821,OH,12,Treatment,415.81731,273,87,380,286,98,391,479,446
551,372,IL,12,Treatment,392.91207,72,304,407,102,259,365,607,551
552,551,MN,1,Treatment,217.29921,75,155,262,87,137,224,283,220
553,526,IL,6,Control,605.13642,286,225,548,252,277,531,785,25
554,450,IL,6,Treatment,614.06322,320,253,632,298,240,541,831,37
555,806,OH,1,Treatment,746.14632,866,37,918,707,33,747,1706,1603
556,1180,VA,10,Treatment,1128.54876,930,421,1435,936,414,1350,2404,75
557,861,OH,12,Treatment,767.79897,304,517,862,315,497,824,1086,712
558,828,OH,12,Treatment,718.33779,221,453,717,222,454,681,930,331
559,482,IL,14,Treatment,454.91334,269,241,547,233,163,396,933,464
560,1047,PA,16,Treatment,472.61343,109,432,565,101,339,446,712,105
561,341,IL,13,Treatment,603.74193,399,297,739,330,275,605,1045,1
562,576,MN,8,Treatment,289.06836,134,175,328,142,156,308,360,129
563,1260,WA,5,Treatment,559.98771,221,342,624,273,329,602,1064,92
564,496,IL,13,Treatment,804.02217,210,574,819,210,473,683,1261,226
565,1287,WA,3,Control,295.12233,114,161,290,128,174,302,408,337
566,993,PA,7,Treatment,890.185140000001,629,605,1281,497,373,895,1968,0
567,702,NV,4,Control,655.43094,751,321,1151,651,203,887,2039,810
568,1135,VA,7,Treatment,1302.61878,295,811,1161,369,811,1195,1629,292
569,575,MN,8,Treatment,49.43022,17,37,57,17,35,54,68,29
570,763,NV,4,Treatment,967.758,371,766,1214,385,731,1157,1628,654
571,483,IL,14,Treatment,625.97121,339,339,728,367,271,638,1077,161
572,449,IL,14,Treatment,826.51977,429,331,824,431,258,689,1248,506
573,1130,VA,5,Treatment,492.5349,230,300,547,210,247,457,847,140
574,930,PA,10,Treatment,783.44667,328,482,834,318,416,734,1024,61
575,170,FL,15,Treatment,1074.35715,232,1038,1317,237,897,1158,1895,478
576,351,IL,13,Treatment,507.87429,259,319,622,263,218,481,1039,10
577,1146,VA,7,Treatment,1478.30517,666,803,1580,659,683,1355,2238,819
578,1145,VA,2,Treatment,1860.25353,668,1198,2050,705,1021,1726,3411,1609
579,839,OH,1,Treatment,650.547,223,455,726,220,424,653,910,482
580,880,OH,12,Treatment,668.99916,391,250,666,379,255,648,852,810
581,1004,PA,11,Treatment,1597.28187,446,1347,1878,491,1047,1538,2862,1491
582,1136,VA,1,Treatment,1593.71373,700,823,1699,719,758,1477,2478,128
583,80,FL,18,Treatment,740.83926,220,564,800,203,605,812,989,556
584,1322,WA,3,Treatment,645.76626,182,418,638,244,491,735,1118,581
585,884,OH,12,Control,467.66241,90,392,505,89,287,384,735,219
586,138,FL,16,Treatment,1771.93884,1089,1061,2259,891,945,1869,3772,1752
587,451,IL,13,Treatment,715.72683,400,321,776,402,269,671,956,0
588,899,OH,12,Treatment,637.38513,145,459,638,170,396,570,777,298
589,388,IL,13,Treatment,692.69517,249,392,690,263,364,627,973,10
590,1163,VA,7,Treatment,1193.30289,302,839,1180,284,729,1022,1821,389
591,695,NV,4,Treatment,410.64441,620,165,833,478,91,591,1595,716
592,1324,WA,3,Treatment,506.72361,192,363,595,222,360,582,944,426
593,949,PA,10,Treatment,530.39124,483,181,688,440,142,582,988,36
594,841,OH,1,Treatment,439.56234,545,45,603,370,39,415,1121,1044
595,934,PA,10,Treatment,265.97478,368,42,421,251,26,277,750,1
596,1207,WA,5,Treatment,350.61684,159,174,355,162,168,330,524,181
597,24,FL,15,Treatment,1069.27068,251,991,1291,247,847,1116,1793,410
598,860,OH,1,Treatment,835.03506,419,407,852,400,383,790,1079,983
599,651,MN,8,Treatment,343.41993,77,319,422,91,234,338,458,120
600,1354,WA,5,Treatment,789.25941,222,451,757,256,537,793,1105,311
601,312,IL,14,Treatment,858.23184,411,510,998,419,364,783,1571,423
602,676,NV,3,Treatment,343.89594,375,226,655,356,152,536,1200,1029
603,417,IL,12,Treatment,167.43684,36,117,158,49,102,151,216,187
604,168,FL,16,Treatment,350.13309,168,221,402,146,211,376,571,183
605,740,NV,3,Treatment,628.42995,334,479,863,306,378,728,1123,964
606,1042,PA,10,Treatment,881.30349,397,604,1034,383,482,865,1457,21
607,132,FL,15,Treatment,2260.69017,937,1815,2860,933,1480,2462,3843,744
608,619,MN,8,Control,916.75785,269,856,1214,302,636,974,1356,227
609,1312,WA,5,Treatment,711.29697,141,520,710,167,544,711,1021,324
610,1319,WA,5,Treatment,493.65075,134,307,487,165,348,513,683,49
611,317,IL,14,Treatment,1011.67863,404,564,1045,417,406,823,1748,1209
612,1043,PA,11,Treatment,871.42467,392,569,1030,377,482,859,1213,710
613,489,IL,14,Treatment,994.27395,314,599,985,288,466,754,1488,594
614,704,NV,3,Treatment,514.1166,393,354,790,355,261,641,1079,839
615,182,FL,18,Treatment,1124.02215,412,822,1291,393,828,1235,1653,580
616,901,OH,1,Treatment,506.13924,240,334,601,232,271,510,816,487
617,989,PA,7,Treatment,1511.59104,876,1001,1938,834,745,1629,2597,0
618,1278,WA,5,Treatment,146.07831,36,94,138,43,96,139,217,69
619,956,PA,7,Treatment,1535.97591,636,837,1542,762,808,1608,2141,0
620,341,IL,13,Treatment,552.73533,318,226,582,295,227,522,854,0
621,1172,VA,10,Treatment,1916.33886,1231,735,2135,1252,711,1963,3543,353
622,572,MN,3,Treatment,1099.94817,635,735,1535,635,572,1212,1676,289
623,556,MN,8,Treatment,61.92129,44,30,82,38,26,69,94,26
624,526,IL,6,Treatment,413.29536,205,187,447,209,190,399,656,24
625,994,PA,16,Treatment,681.79338,228,556,814,259,382,648,1064,184
626,323,IL,6,Treatment,527.47455,280,172,507,290,207,497,721,40
627,539,MN,8,Treatment,48.03573,20,28,49,21,26,47,62,54
628,443,IL,6,Treatment,430.5117,318,271,650,204,153,358,764,205
629,325,IL,6,Treatment,506.1831,264,259,585,245,217,462,723,52
630,481,IL,13,Treatment,498.94749,161,342,539,169,268,437,713,39
631,660,NV,3,Treatment,655.53801,396,481,926,414,410,858,1230,1116
632,1320,WA,3,Treatment,183.21225,41,131,179,50,119,169,264,237
633,618,MN,8,Treatment,59.79279,19,47,75,22,39,64,79,13
634,916,PA,16,Control,675.73812,426,307,783,424,212,644,1273,175
635,350,IL,12,Treatment,281.14389,118,209,344,109,135,254,601,531
636,595,MN,1,Treatment,490.92498,377,285,743,374,227,603,815,547
637,1140,VA,1,Treatment,865.074,638,269,930,543,269,812,1499,128
638,425,IL,14,Treatment,272.28933,106,120,242,114,142,256,374,187
639,1297,WA,3,Treatment,598.98312,270,343,667,275,329,604,1030,628
640,474,IL,12,Treatment,447.49971,205,312,544,169,192,384,929,852
641,349,IL,12,Control,463.73178,219,239,492,235,186,439,719,620
642,427,IL,13,Treatment,652.06017,143,521,696,158,371,529,1143,130
643,591,MN,2,Treatment,1571.11035,1018,1042,2283,989,950,1939,2502,1267
644,987,PA,7,Treatment,394.76451,389,149,571,328,109,468,787,2
645,302,FL,6,Treatment,1623.54111,844,1219,2133,731,988,1754,2935,712
646,351,IL,14,Treatment,449.38956,191,228,461,204,175,379,847,511
647,1201,WA,5,Treatment,404.40855,201,188,415,238,206,444,603,62
648,1048,PA,7,Treatment,840.16152,425,598,1087,368,408,809,1568,0
649,420,IL,13,Treatment,388.11972,288,112,434,256,111,367,944,0
650,739,NV,3,Treatment,476.71821,428,305,777,379,229,646,1379,1200
651,1122,VA,2,Treatment,1698.68232,947,900,1984,914,753,1667,3241,1073
652,575,MN,1,Treatment,84.01254,25,63,105,34,53,87,110,100
653,624,MN,2,Treatment,2114.20938,1407,1113,2800,1395,1046,2442,3101,1309
654,398,IL,12,Treatment,521.23095,344,131,524,344,155,509,701,621
655,1106,VA,1,Control,1509.64185,489,801,1360,555,771,1326,2365,1049
656,859,OH,1,Treatment,379.77471,84,330,432,66,283,356,599,317
657,923,PA,7,Control,825.98184,320,641,1002,294,490,808,1256,38
658,525,IL,14,Control,595.16085,152,381,576,197,332,529,843,522
659,1108,VA,5,Treatment,1145.08656,534,530,1137,522,502,1024,1586,954
660,384,IL,14,Treatment,585.94767,410,212,672,403,183,586,1082,291
661,1108,VA,10,Control,1166.4825,684,504,1300,681,495,1176,1902,204
662,582,MN,1,Treatment,306.20085,88,291,418,118,226,344,429,280
663,360,IL,13,Treatment,449.66562,301,181,526,266,158,424,925,0
664,968,PA,11,Treatment,817.96965,438,426,904,434,366,800,1089,5
665,170,FL,6,Treatment,1228.4541,285,1133,1465,307,933,1270,1982,825
666,323,IL,6,Treatment,503.43024,281,162,501,290,200,490,706,26
667,1351,WA,5,Treatment,230.19663,49,151,228,68,166,234,300,101
668,1107,VA,2,Treatment,1808.6058,694,862,1694,736,861,1597,2738,1135
669,1067,PA,7,Treatment,334.25835,525,81,617,290,42,343,1404,10
670,1151,VA,10,Treatment,1736.40579,1132,627,1869,1123,603,1726,3301,727
671,529,MN,3,Control,996.06705,675,620,1419,641,485,1132,1647,323
672,819,OH,1,Treatment,217.06056,1196,485,1824,380,95,489,1539,1509
673,604,MN,3,Treatment,982.82133,598,476,1194,614,468,1086,1272,390
674,973,PA,11,Treatment,1011.05169,968,444,1485,821,318,1139,2228,868
675,715,NV,3,Treatment,511.53144,515,376,937,460,264,756,1511,1420
676,1149,VA,5,Treatment,1214.62788,476,784,1314,465,677,1142,1910,667
677,867,OH,1,Treatment,972.42006,230,795,1066,207,689,913,1316,1226
678,607,MN,1,Treatment,1653.47169,1118,863,2166,1234,786,2021,2542,1359
